0_ID	Name	Address	Phone Number	Website	Monday Hours	Tuesday Hours	Wednesday Hours	Thursday Hours	Friday Hours	Saturday Hours	Sunday Hours
ChIJV65n8Ez9zUwRjsyyl8lgAl0	Authentic Vietnamese Pho House (BARRHAVEN LOCATION)	4235 Strandherd Dr, Barrhaven, ON K2G 6E5, Canada	(343) 547-0865	https://barrhaven.vietnamesephohouse.com/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJV7qFMyj_zUwRM363CrxxdXo	Boardwalk Fries Burgers Kanata	780 Eagleson Rd, Kanata, ON K2M 0N2, Canada	(613) 270-9972	https://www.boardwalkburgers.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 21:00
ChIJVQsSyiwHzkwRKRsbbhv2NEg	Chuck's Roadhouse Bar & Grill	1100 Baxter Rd, Ottawa, ON K2C 4B1, Canada	(613) 596-4423	http://www.chucksroadhouse.com/	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	11:00 - 01:00
ChIJVSmroMMAzkwR1StuxeXY0tw	Thai Express Restaurant Nepean	Shopping Centre, 100 Bayshore Dr, Nepean, ON K2B 8C1, Canada	(613) 505-4643	https://thaiexpress.ca/locations/?utm_source=G&utm_medium=LPM&utm_campaign=MTY	12:00 - 17:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00
ChIJVSmroMMAzkwR8Q6rXMoNmVc	Taco Bell	100 Bayshore Drive FC 12, Nepean, ON K2B 8C1, Canada	(613) 721-7664	https://locations.tacobell.ca/en/on/nepean/100-bayshore-drive?utm_source=extnet&utm_medium=yext	11:00 - 21:00	11:00 - 21:00	11:00 - 21:30	11:00 - 21:00	11:00 - 21:30	11:00 - 22:30	11:00 - 21:30
ChIJVSqF6cABzkwRELIZfHlF4yg	Wendy's	2545 Carling Ave, Ottawa, ON K2B 7Z2, Canada	(613) 596-4856	https://locations.wendys.com/canada/on/ottawa	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00
ChIJVVVVwrP4zUwR5YDG2yqkpmo	Papa Sam's Restaurant	1374 Main Street North, Stittsville, ON K2S 1C1, Canada	(613) 831-8511	https://www.papasams.ca/	11:00 - 19:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJVXVGHeH-zUwRbP4xD3HCZa8	Authentic Vietnamese Pho House (KANATA LOCATION)	5373 Fernbank Rd Unit C5, Stittsville, ON K2S 1B6, Canada	(613) 836-8088	https://kanata.vietnamesephohouse.com/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJVZdc3mD_zUwRhvAs-dDRAbQ	Cabotto's	5816 Hazeldean Rd, Stittsville, ON K2S 1B9, Canada	(613) 592-3097	http://cabottos.com/	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 22:00	16:00 - 22:00	n/a	n/a
ChIJVcl24ogFzkwRjMOB4xm98a0	Bistro NCC	Sir John A. Macdonald Parkway, Ottawa, ON K1Y, Canada	n/a	https://ncc-ccn.gc.ca/bistro	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJVdFxWVj_zUwRslkg7fAKdcQ	ALE - Amberwood Lounge & Eatery	54 Springbrook Dr, Stittsville, ON K2S 1B9, Canada	(613) 831-2442	http://aleottawa.ca/	10:00 - 15:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	n/a	n/a
ChIJVzcd2vgBzkwRxphOoMHFwAI	Saffron Kabab Restaurant	2949 Carling Ave, Ottawa, ON K2B 8K6, Canada	(613) 820-2222	https://www.saffronkabab.ca/	11:30 - 20:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00
ChIJVzpKCp__zUwRwaoKmbbTVFQ	Chez Lam Vietnamese Restaurant	484 Hazeldean Rd, Kanata, ON K2L 1V4, Canada	(613) 836-8560	http://chezlam.ca/	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJW5PFHJ__zUwRjxnSNAyO6X0	Rockin Johnny's Diner	486 Hazeldean Rd, Kanata, ON K2L 2K5, Canada	(613) 591-7523	http://www.rockinjohnnysdiner.com/	07:00 - 16:00	07:00 - 16:00	07:00 - 16:00	07:00 - 16:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00
ChIJW9WoJK4A0kwR2QsJnzMz1YM	Kungfu Bistro	1110 Carp Rd #150, Stittsville, ON K2S 0T2, Canada	(613) 831-6808	http://www.kungfubistro.ca/	15:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	15:00 - 22:00
ChIJW9WoJK4A0kwR9nMF-8tqzlc	Subway	140-1110 Carp Rd, Stittsville, ON K2S 0T2, Canada	(613) 435-7388	https://www.order.store/brand/subway	09:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	08:00 - 22:00
ChIJWXOIRqf_zUwR4XS1cOV4UEs	Lorenzo's Kanata	100 Castlefrank Rd, Kanata, ON K2L 2V6, Canada	(613) 836-3311	http://www.lorenzoskanata.ca/	15:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 22:00
ChIJWdMK-of50UwRpLT4weejJLE	Joe’s Italian Kitchen	2225 Craig's Side Rd, Carp, ON K0A 1L0, Canada	(613) 519-1621	https://joesitaliankitchen.ca/	11:30 - 20:00	11:30 - 20:00	11:30 - 20:00	11:30 - 20:00	23:30 - 00:00	n/a	n/a
ChIJWyGcvyD_0UwRdvddaBAUxKc	ViaMarzo Kitchen & Wine	854 March Rd Unit 6, Kanata, ON K2W 0C9, Canada	(613) 592-7778	http://www.viamarzo.ca/	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30
ChIJX-mzu5IjVUARdbylY36RjIc	Sabai Thai Cuisine	4055 Carling Ave, Kanata, ON K2K 2A4, Canada	(613) 271-8885	http://www.sabaithaicuisine.ca/	17:00 - 20:30	17:00 - 20:30	17:00 - 20:30	17:00 - 20:30	17:00 - 20:30	17:00 - 20:30	n/a
ChIJX6lCz7kA0kwRQuEGdTgzv-E	Red Gables	2006 Carp Rd, Carp, ON K0A 1L0, Canada	(613) 836-6688	https://www.redgables.ca/	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	n/a	n/a
ChIJXV77NTYBzkwRjlyUC3ZeTzU	Bento Sushi	375 Chem. d'Aylmer, Gatineau, QC J9H 1A5, Canada	n/a	https://www.bentosushi.com/fr/	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00
ChIJXVrwlTEBzkwRzXDS4eDgn10	Dal Moro's Fresh Pasta To Go - Bayshore Shopping Center	100 Bayshore Dr, Nepean, ON K2B 8C1, Canada	(613) 695-2021	http://www.dalmoros.ca/	11:00 - 18:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJY8DN9i4BzkwRFav4681ER2w	Buster's Bar & Grill	420 Hazeldean Rd, Kanata, ON K2L 4B2, Canada	(613) 836-7007	http://www.bustersbarandgrill.ca/	08:00 - 23:00	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00
ChIJYWHB1sP7zUwRkt5jh9tTIKY	Jasmine Rice Thai Kitchen	6179 Perth St unit 40, Richmond, ON K0A 2Z0, Canada	(613) 838-4646	http://jasminericethai.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJYXHaZ9YB0kwR9uPp4DP0nWo	Mary Brown's Chicken	Centrum Shopping Centre, 400 Earl Grey Dr, Kanata, ON K2T 1B9, Canada	(613) 592-2132	http://marybrowns.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJYc87FNkB0kwRJpcg6qVR7OM	Honey Cafe	1564 Stittsville Main St, Stittsville, ON K2S 1P1, Canada	(613) 831-8900	http://www.honeycoffee.ca/	09:00 - 16:00	09:00 - 16:00	09:00 - 16:00	09:00 - 16:00	09:00 - 16:00	09:00 - 16:00	09:00 - 16:00
ChIJYynAxPT9zUwR4wvvPeHNZTM	Shawarma Kingdom	4285 Strandherd Dr Unit 2, Nepean, ON K2J 5P8, Canada	(613) 825-2355	https://www.facebook.com/Shawarma-Kingdom-102832394646011/?epa=SEARCH_BOX	11:00 - 20:00	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 22:00	11:00 - 22:00
ChIJZ4Jh130C0kwRStrJw27KJfM	The Swan At Carp	108 Falldown Ln, Carp, ON K0A 1L0, Canada	(613) 839-7926	http://www.theswanatcarp.ca/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a	n/a
ChIJZ4TU6YoA0kwRW7Ju9uarYPI	BeaverTails Tanger Outlets	8555 Campeau Dr, Ottawa, ON K2T 0K5, Canada	(613) 715-0060	http://www.beavertails.com/	10:00 - 18:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00
ChIJZ7dDJPf_0UwRHIx5AzDg2r8	Cora	4055 Carling Ave, Kanata, ON K2K 2A4, Canada	(613) 254-9892	http://www.chezcora.com/en/restaurants/ontario/Cora-Kanata?utm_source=googlemaps&utm_medium=ontario-katana&utm_campaign=website	07:00 - 15:00	07:00 - 15:00	07:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00
ChIJZ7dDJPf_0UwRorHerClCK1E	Hockey Sushi	4055 Carling Ave Unit #9, Kanata, ON K2K 2A4, Canada	(613) 270-1122	https://hockeysushi.ca/	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30
ChIJZ7dDJPf_0UwRttMJhkKz5jQ	Indian Punjabi Clay Oven	4055 Carling Ave, Ottawa, ON K2K 2A4, Canada	(613) 963-0625	http://indianpunjabiclayoven.ca/	17:00 - 21:00	11:30 - 14:00	17:00 - 21:30	11:30 - 14:00	17:00 - 21:30	11:30 - 14:00	17:00 - 21:30
ChIJZRpx7Zj_zUwR2W_ILar-oaI	Red Swan Pizza	782 Eagleson Rd Unit D1B, Ottawa, ON K2M 0N2, Canada	(613) 270-9991	http://ottawa-kanatasouth.redswanpizza.ca/	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	11:00 - 01:00
ChIJZRscrv0BzkwRAyghcH9ZMSI	Pizza BOB	203 Chem. d'Aylmer, Gatineau, QC J9H 6H4, Canada	(819) 684-4646	http://pizzabob.ca/	11:00 - 01:00	11:00 - 02:00	11:00 - 02:00	11:00 - 02:00	11:00 - 02:00	11:00 - 02:00	11:00 - 02:00
ChIJZYaK-9v8zUwRwjY0hBQIo0w	PI•RHO Grill - Barrhaven	81 Riocan Ave, Nepean, ON K2J 5G3, Canada	(613) 823-7171	https://www.pirhogrill.com/	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJZe1cOZ__zUwRJodZNup9abc	Karara The Indian Food Takeout	474 Hazeldean Rd, Kanata, ON K2L 4E5, Canada	(613) 836-1336	http://www.karara.ca/	11:00 - 15:00	16:00 - 21:00	11:00 - 15:00	16:00 - 21:00	11:00 - 15:00	16:00 - 21:00	11:00 - 15:00
ChIJ_9fqQVgAzkwRRXbkSyAe_bo	Ralph & Sons Diner	3420 Carling Ave, Nepean, ON K2H 5B1, Canada	(613) 828-0697	http://www.ralphandsonsdiner.com/	07:00 - 14:00	07:00 - 14:00	07:00 - 14:00	07:00 - 14:00	07:00 - 14:00	07:00 - 14:00	n/a
ChIJ_9lJUif-zUwRmVcl9vcLD6w	Cyranos Restaurant	2039 Robertson Rd, Nepean, ON K2H 8R2, Canada	(613) 721-0510	http://www.cyranos.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:30	16:30 - 21:30	n/a	n/a
ChIJ_VccEnwC0kwRLjWsz1isuwA	Carp Pizza	439 Donald B. Munro Dr, Carp, ON K0A 1L0, Canada	(613) 839-1977	http://carppizza.ca/	15:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJ_VnhtyQHzkwRppZzXXwSwaI	Shifo Restaurante [OTT-XX - 1115 Cobden Road]	1115 Cobden Rd, Ottawa, ON K2C 2Z1, Canada	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJ_YKOXcn4zUwRAg9J4TzMu2U	McDonald's	5357 Fernbank Rd, Ottawa, ON K2S 1B6, Canada	(613) 831-3092	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjA2MjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00
ChIJ_YKOXcn4zUwRbZwj8DpUN0I	Jo-Jo's Pizzeria Kanata Gourmet Pizza - Shawarma - Subs - Catering	5373 Fernbank Rd, Stittsville, ON K2S 1B6, Canada	(613) 836-0404	http://www.jojospizza.ca/	11:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 23:00	10:00 - 00:00	10:00 - 00:00	11:00 - 00:00
ChIJ_YKOXcn4zUwRqgWsElMw8Qk	Subway	5357 Fernbank Rd, Ottawa, ON K2S 1B6, Canada	(613) 836-2702	https://restaurants.subway.com/canada/on/ottawa/5357-fernbank-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=55289&utm_campaign=evergreen-2020&y_source=1_MTQ5MTkzOTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00
ChIJ_xTB2H0O0kwRHDFWRUfMtNI	Black Tartan Kitchen	132 Bridge St, Carleton Place, ON K7C 2V5, Canada	(613) 492-0860	http://www.blacktartankitchen.com/	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	n/a	n/a	n/a
ChIJa3GeuLkFzkwRCnCH7jpgBbA	The Original Souvlaki	1619 stittville main, Stittsville, ON K2S 1B2, Canada	(343) 988-1461	n/a	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	12:00 - 19:00	n/a	n/a
ChIJaQSYro4BzkwRx82bJMBzS_8	Gabriel Pizza	215 Chem. d'Aylmer, Gatineau, QC J9H 1A3, Canada	(819) 881-5555	https://gabrielpizza.com/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJaTgbV7L4zUwR-CrDhBUgSiI	Jo-Jo's Pizzeria Stittsville Gourmet Pizza - Shawarma - Subs - Catering	1573 Stittsville Main St, Stittsville, ON K2S 1A4, Canada	(613) 836-2210	http://www.jojospizza.ca/	10:00 - 23:00	10:00 - 23:00	10:00 - 00:00	10:00 - 00:00	10:00 - 00:00	10:00 - 00:00	n/a
ChIJaV7xBZ7_zUwRPJGXueA5W8Y	Tim Hortons	6 Edgewater St, Kanata, ON K2L 1V8, Canada	(613) 831-0843	https://locations.timhortons.ca/on/kanata/6-edgewater-road	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJaYIttHr_zUwRMO2YL_xrCAg	Five Guys	5517 Hazeldean Rd Bldg C2, Unit 6, Stittsville, ON K2S 0P5, Canada	(613) 836-1800	https://restaurants.fiveguys.ca/5517-hazeldean-rd	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJaYIttHr_zUwRX525pQH5AM8	MR Shawarma Restaurant	5517 Hazeldean Rd, Stittsville, ON K2S 0P5, Canada	(613) 831-0333	http://mrshawarma.ca/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJaZ3lfiIHzkwRXmpiu5_74F8	Restaurant International	1385 Woodroffe Ave, Nepean, ON K2G 3G7, Canada	(613) 727-7691	http://restaurantinternational.ca/	11:30 - 14:30	11:30 - 14:30	17:30 - 20:30	11:30 - 14:30	17:30 - 20:30	11:30 - 14:30	17:30 - 20:30
ChIJb2rHNTMEzkwRcG_mpWyEUks	Bonita's Cantina	6001 Hazeldean Rd, Stittsville, ON K2S 1B9, Canada	(613) 314-9595	https://www.bonitascantina.com/	11:30 - 16:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	n/a
ChIJb7-vcKL_zUwRNLrjAG4sdQk	Taco Bell	461 Hazeldean Rd, Kanata, ON K2L 1V1, Canada	(613) 591-6732	https://locations.tacobell.ca/en/on/kanata/461-hazeldean-road?utm_source=extnet&utm_medium=yext	10:30 - 02:00	10:30 - 02:00	10:30 - 02:00	10:30 - 02:00	10:30 - 02:00	10:30 - 03:00	10:30 - 03:00
ChIJb9Dt05j_zUwRSup69QLfxp8	Simbad Bakery & Persian Kabob	471 Hazeldean Rd, Kanata, ON K2L 4B8, Canada	(613) 831-1311	https://simbadbakeryandpersiankabob.com/	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00
ChIJb9PFfhIBzkwRbRR30AFoF5A	Vic & CO Cuisine Viêt	50 Chem. Vanier, Gatineau, QC J9H 1X6, Canada	(819) 557-0818	https://www.facebook.com/VicCo-104235491303937/	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	n/a
ChIJbThatRsEzkwRFiNc6XrmrVQ	Mia's Indian Cuisine	917 Richmond Rd, Ottawa, ON K2A 0G8, Canada	(613) 695-3333	http://www.miaindiancuisine.com/Home.html	11:30 - 21:30	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:30 - 21:30
ChIJbUk3w_L_zUwRZv-oHHlsBL8	Kanata Square	260 Hearst Way, Kanata, ON K2L 3H1, Canada	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJbXZT98__zUwRnDBweWja8ME	Burrito Xpress	100 Castlefrank Rd, Kanata, ON K2L 2V6, Canada	(613) 836-4555	https://olegvolyk.editorx.io/burrito-xpress	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 21:00
ChIJbzecCEL9zUwRjz87w5WMVYk	Browns Socialhouse Barrhaven	1055 Greenbank Rd #1, Barrhaven, ON K2J 4H8, Canada	(613) 440-2010	https://brownssocialhouse.com/barrhaven	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00
ChIJcWLT6YoA0kwR1D109IfdK4s	Café Van Houtte	8555 Campeau Dr, Ottawa, ON K2T 0K5, Canada	(613) 831-8901	https://cafevanhoutte.com/en/find-a-cafe/?utm_source=G&utm_medium=LPM&utm_campaign=MTY	10:00 - 17:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00
ChIJcXZBhef8zUwRGmfHuIZypHg	Barrhaven Asian Dragon Chinese Food	3777 Strandherd Dr #106, Nepean, ON K2J 4B1, Canada	(613) 823-1688	http://www.asiandragon.ca/	15:00 - 21:30	11:30 - 21:30	11:30 - 21:30	11:30 - 21:30	11:30 - 22:00	14:00 - 22:00	n/a
ChIJcz0IogH_zUwRRBagAc2ReH0	Taters	Glen Cairn - Kanata South Business Park, Ottawa, ON K2M 1H4, Canada	n/a	https://www.facebook.com/taterskanata	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00
ChIJd2iU34b_zUwR9Wzxr9CVXfg	Shawarma House	836 March Rd, Kanata, ON K2W 0A5, Canada	(613) 366-4000	http://www.shawarmahousekanata.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJd2iU34b_zUwRgdoG3akMK-E	Subway	500 Hazeldean Rd Suite# 114, Kanata, ON K2L 2B5, Canada	(613) 831-5050	https://restaurants.subway.com/canada/on/kanata/500-hazeldean-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=6521&utm_campaign=evergreen-2020&y_source=1_MTQ5MTgzNTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	09:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	09:00 - 21:00
ChIJd2tOdHYA0kwR4km7nIT9stY	3 Brewers Kanata	565 Av. Kanata, Kanata, ON K2T 1K5, Canada	(613) 380-8190	http://www.les3brasseurs.ca/	11:30 - 22:00	15:00 - 22:00	11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 00:00	11:30 - 00:00
ChIJdVXq_Pb_0UwRo8SGpXGfu80	A&W Canada	405 March Rd, Kanata, ON K2K 0K1, Canada	(613) 592-1514	http://aw.ca/	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00
ChIJdZ4HyjoBzkwRfiBXG2l9WwM	IKEA Ottawa - Restaurant	2685 Iris St, Ottawa, ON K2C 3S4, Canada	n/a	https://www.ikea.com/ca/en/stores/ottawa/?utm_source=google&utm_medium=organic&utm_campaign=map_r&utm_content=ottawa-rest	10:00 - 17:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 19:00
ChIJdZUmIIz-zUwR4s9AHfAu6cg	McDonald's	800 Stonehaven Dr, Kanata, ON K2M 2Z2, Canada	(613) 254-9438	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjAzNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 23:00	05:00 - 23:00	05:00 - 23:00	05:00 - 00:00	05:00 - 00:00	05:00 - 00:00	06:00 - 00:00
ChIJddQrdc8B0kwRxmSiu0El_-4	Mucho Burrito Fresh Mexican Grill	6081 Hazeldean Rd Unit# 6, Ottawa, ON K2S 1B9, Canada	(343) 545-1858	https://locations.muchoburrito.com/ll/CA/ON/Ottawa/6081-Hazeldean-Rd_-Unit#-6	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 21:00
ChIJe-lo6VUCzkwRtjvkzaSYqPo	Spritz	25 Allée de Hambourg, Gatineau, QC J9J 2N3, Canada	(819) 770-0927	https://spritzresto.com/en/	11:30 - 02:00	11:30 - 22:00	11:30 - 02:00	11:30 - 23:30	11:30 - 02:00	n/a	n/a
ChIJeRZutXT9zUwRkVgoT4TTZpo	Popeyes Louisiana Kitchen	4245 Strandherd Dr Unit 1, Ottawa, ON K1S 3T8, Canada	(613) 440-6400	https://www.popeyeschicken.ca/	10:30 - 21:30	10:30 - 21:00	10:30 - 21:00	10:30 - 21:00	10:30 - 21:30	10:30 - 21:30	10:30 - 21:30
ChIJeULkr4cEzkwRrdT7cb4QTZE	Restaurant Caramela	651 Bd Saint-Joseph, Gatineau, QC J8Y 4B2, Canada	(819) 800-1811	https://m.facebook.com/RestaurantCaramela/?locale2=fr_CA	15:00 - 23:00	16:00 - 23:00	16:00 - 23:00	16:00 - 23:00	16:00 - 23:00	15:00 - 02:00	15:00 - 02:00
ChIJecfvaQ__0UwR6xRGoPHWyGA	St. Louis Bar & Grill	5035 Innovation Dr, Ottawa, ON K2K 0L5, Canada	(613) 254-9231	http://www.stlouiswings.com/	11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 01:00	11:30 - 01:00
ChIJew59n5D_0UwRUxQk2ngkOZg	The Barley Mow	700 March Rd, Kanata, ON K2K 1L3, Canada	(613) 599-6098	https://barleymow.com/locations/barley-mow-pub-kanata/	10:00 - 22:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 00:00	11:00 - 00:00	10:00 - 00:00
ChIJexT_GKIAzkwRLeMBYBtZR1k	Quiznos	1831 Robertson Rd Unit 18, Ottawa, ON K2H 8X3, Canada	(613) 726-3376	https://www.quiznos.ca/?y_source=1_Mjk3NTk4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D	11:00 - 19:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJexiKMsQBzkwRP1Kj14CT_yA	Mezbaan Restaurant	3098 Carling Ave Unit 8, Nepean, ON K2B 7K2, Canada	(613) 854-3500	https://mezbaan.restaurant/	12:00 - 22:00	12:00 - 22:00	12:00 - 22:00	12:00 - 22:00	12:00 - 22:00	12:00 - 22:00	n/a
ChIJfQveYzIBzkwRYj3H0VAJMRQ	Capone’s Italian Bistro	2369 Carling Ave, Ottawa, ON K2B 7G7, Canada	(613) 828-8366	n/a	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	n/a	n/a	n/a
ChIJfTCeKHEA0kwREF7ORk9nXnI	Montana's	140 Earl Grey Dr, Kanata, ON K2T 1B6, Canada	(613) 270-0518	https://www.montanas.ca/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJfVJ0g34C0kwRVOjXB4PttdY	Alice's Village Cafe	3773 Carp Rd, Carp, ON K0A 1L0, Canada	(613) 470-2233	http://www.alicesvillagecafe.com/	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	09:00 - 15:00	n/a	n/a
ChIJfY8yjEj_0UwRNaVuB82MAUA	barBURRITO	844 March Rd F001, Kanata, ON K2W 0C9, Canada	(613) 591-1757	http://www.barburrito.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
